"name","address","city","state","zip_code","latitude","longitude","rating","review_count","is_open","categories"
"Top Taste","40 N 52nd St","Philadelphia","PA","19139",39.9612429,-75.2248632,4,36,1,"Caribbean, Restaurants"
"Underground Arts","1200 Callowhill St","Philadelphia","PA","19108",39.958992034,-75.157813851,3.5,75,1,"Nightlife, Arts & Entertainment, Music Venues, Bars, Performing Arts"
"Man vs Fries","701 Cathedral Rd","Philadelphia","PA","19128",40.063497,-75.236561,4,7,1,"Restaurants, Food Delivery Services, Fast Food, Pop-Up Restaurants, Sandwiches, Mexican, Food"
"Little Nonna's","1234 Locust St","Philadelphia","PA","19107",39.947786438,-75.1618928091,4,1147,1,"Restaurants, Italian"
"The Institute Craft Bar & Kitchen","525 N 11th St","Philadelphia","PA","19123",39.9624658,-75.155683,4,24,1,"Nightlife, Bars, Restaurants, Cocktail Bars, American (Traditional)"
"Fare","2028 Fairmount Ave","Philadelphia","PA","19130",39.967061,-75.171243,3.5,456,1,"Nightlife, Vegetarian, Wine Bars, American (New), Restaurants, Bars, Seafood, Vegan"
"Di Bruno Bros.","1730 Chestnut St","Philadelphia","PA","19103",39.951311,-75.1700653,4,550,1,"Restaurants, Coffee & Tea, Breakfast & Brunch, American (New), Chocolatiers & Shops, Meat Shops, Italian, Seafood Markets, Fruits & Veggies, Sandwiches, Shopping, Grocery, Specialty Food, Desserts, Food, Cheese Shops"
"Al-Amana Grocery Store","1502 Germantown Ave","Philadelphia","PA","19122",39.9738199,-75.1419827,5,5,1,"Specialty Food, Food"
"Kif's Sports Bar and Hookah Lounge","6142 Market St","Philadelphia","PA","19139",39.9621917,-75.2443677,3.5,25,1,"American (New), Bars, Restaurants, Hookah Bars, Sports Bars, Nightlife"
"O-Sunnyside Breakfast","7706 Ogontz Ave","Philadelphia","PA","19150",40.0709591,-75.1578899,4,13,1,"Food, Breakfast & Brunch, Restaurants, Coffee & Tea"
"Teas N' Mi","1907 E Passyunk Ave","Philadelphia","PA","19148",39.9263495641,-75.1673861593,4,45,1,"Vietnamese, Restaurants, Bubble Tea, Indian, Food, Sandwiches"
"House of Kosher","9806 Bustleton Ave","Philadelphia","PA","19115",40.0927682371,-75.0331032578,4,11,1,"Kosher, Restaurants, Food, Grocery, Specialty Food"
"Hummus Grill","3931 Walnut St","Philadelphia","PA","19104",39.954349,-75.2021586,4,372,1,"Specialty Food, Food, Sandwiches, Middle Eastern, Vegetarian, Ethnic Food, Restaurants, Mediterranean, Greek, Salad"
"P S & Co","1706 Locust St","Philadelphia","PA","19103",39.9487961,-75.1697449,4,437,1,"Food, Vegetarian, Coffee & Tea, Bakeries, Juice Bars & Smoothies, Food Delivery Services, Gluten-Free, Cafes, Restaurants, Breakfast & Brunch, Vegan"
"Maggiano's Little Italy","1201 Filbert St","Philadelphia","PA","19107",39.9531992,-75.1602278,3.5,676,1,"Restaurants, Pizza, Bars, Nightlife, Italian, Venues & Event Spaces, Event Planning & Services"
"Woodrow's Sandwich Shop","630 South St","Philadelphia","PA","19147",39.9419789,-75.1532317,4.5,312,1,"Restaurants, Sandwiches, Event Planning & Services, Specialty Food, Food, Caterers, Cheesesteaks"
"Laser Wolf","1301 N Howard St","Philadelphia","PA","19122",39.9706068,-75.1365465,4.5,162,1,"Middle Eastern, Restaurants"
"Louie Louie","3611 Walnut St","Philadelphia","PA","19104",39.9532791038,-75.1955875611,4,272,1,"Restaurants, Burgers, Salad, American (New), Modern European"
"Wine Dive","1506 South St","Philadelphia","PA","19146",39.9437287261,-75.1675457507,4,29,1,"Beer, Wine & Spirits, Nightlife, Food, Wine Bars, Bars"
"Brunics","2000 S 17th St","Philadelphia","PA","19145",39.9261964,-75.1744997,4,52,1,"Breakfast & Brunch, Restaurants"
"SOMO Manayunk","4311 Main St","Philadelphia","PA","19127",40.0250874,-75.2221876,3.5,288,1,"Tapas/Small Plates, Restaurants, American (New), Nightlife, Breakfast & Brunch, Bars"
"Victory Brewing Company Philadelphia","1776 Benjamin Franklin Pkwy","Philadelphia","PA","19103",39.9561946841,-75.1689851604,4.5,51,1,"Nightlife, Breweries, Bars, Food, Pubs, Restaurants, Brewpubs"
"Sam's Cold Cuts","173 W Chew Ave","Philadelphia","PA","19120",40.0373432,-75.1235487,3.5,7,1,"Delis, Restaurants"
"Shane Confectionery","110 Market St","Philadelphia","PA","19106",39.9495474,-75.1426984,4.5,169,1,"Coffee & Tea, Specialty Food, Desserts, Candy Stores, Food, Local Flavor, Chocolatiers & Shops"
"Kim's Restaurant","5955 N 5th St","Philadelphia","PA","19120",40.0421548,-75.1289525,4,181,1,"Specialty Food, Restaurants, Korean, Ethnic Food, Food, Barbeque"
"Dalessandro’s Steaks & Hoagies","600 Wendover St","Philadelphia","PA","19128",40.029494,-75.2059714,4,2686,1,"Sandwiches, Delis, Restaurants, Cheesesteaks"
"Herman's Coffee","1313 S 3rd St","Philadelphia","PA","19147",39.9313999,-75.1497036,4.5,82,1,"Food, Coffee & Tea, Coffee Roasteries"
"The Bourse Food Hall","111 S Independence Mall E","Philadelphia","PA","19106",39.9497563,-75.1480623,4,95,1,"Food, Food Delivery Services, Shopping, Public Markets, Shopping Centers, Food Court, Restaurants"
"Cafe Express","1800 Market St","Philadelphia","PA","19103",39.9527827,-75.1703617,4,9,1,"Delis, Sandwiches, Coffee & Tea, Restaurants, Food"
"The Crimson Cafe","5847 Market St","Philadelphia","PA","19139",39.9618991,-75.2384373,4,13,1,"Restaurants, Soul Food, Southern"
"Ishkabibble's","337 S St","Philadelphia","PA","19147",39.9416787531,-75.1487875936,4,722,1,"Restaurants, Seafood, Cheesesteaks, Burgers, Pizza, Sandwiches"
"Deborah's Kitchen","2608 Girard Ave","Philadelphia","PA","19130",39.9738245,-75.1792592,4,8,1,"Soul Food, Restaurants"
"Saxbys 11th and Locust","234-236 S11th St","Philadelphia","PA","19107",39.947449137,-75.1593495905,3.5,42,1,"Coffee & Tea, Food, Juice Bars & Smoothies, Restaurants, Sandwiches"
"City Cigars","615 Byberry Rd","Philadelphia","PA","19116",40.1232958756,-75.0146139041,5,8,1,"Nightlife, Tobacco Shops, Lounges, Shopping, Bars"
"Starboard Side Tavern","2500 E Norris St","Philadelphia","PA","19125",39.9759248,-75.126193,4,21,1,"Bars, Dive Bars, Pubs, Nightlife"
"Kayu","1717 Arch St","Philadelphia","PA","19103",39.9554942817,-75.1689308789,3.5,29,1,"Restaurants, Soup, Salad"
"Philadelphia Distilling","25 E Allen St","Philadelphia","PA","19123",39.9656840022,-75.1354179992,5,182,1,"Distilleries, Nightlife, Food, Beer, Wine & Spirits, Bars, Cocktail Bars"
"Mustard Greens Restaurant","622 S 2nd St","Philadelphia","PA","19147",39.9405417,-75.1459758,4,97,1,"Restaurants, Chinese, Dim Sum"
"Tequilas Restaurant","1602 Locust St","Philadelphia","PA","19103",39.9485127,-75.1680322,4,753,1,"Restaurants, Bars, Nightlife, Mexican"
"Montesini Pizza","6420 Frankford Ave","Philadelphia","PA","19135",40.0295108576,-75.0583856691,4,55,1,"Restaurants, Italian, Pizza"
"Kristina Pizza","1901 N Mascher St","Philadelphia","PA","19122",39.9790008,-75.1353151,3.5,10,1,"Pizza, Restaurants"
"El Boom Catracho","1438 Federal St","Philadelphia","PA","19146",39.9358187,-75.1686973,5,8,1,"Latin American, Spanish, American (Traditional), Chicken Wings, Restaurants, Mexican"
"Booker's Restaurant and Bar","5021 Baltimore Ave","Philadelphia","PA","19143",39.948041,-75.2242388,3.5,276,1,"Bars, Event Planning & Services, Nightlife, Salad, American (Traditional), Tapas/Small Plates, Venues & Event Spaces, Breakfast & Brunch, Restaurants, American (New)"
"Federal Donuts","1526 Sansom St","Philadelphia","PA","19102",39.9503652439,-75.1668518404,4.5,8,1,"Food, Donuts, Chicken Shop, Restaurants, Coffee & Tea"
"Ambassador","635 W Girard Ave","Philadelphia","PA","19122",39.9707616,-75.1479482,4,32,1,"Cocktail Bars, Nightlife, Bars, Sports Bars, Falafel, Restaurants, Mediterranean, American (New)"
"Popi's Italian Restaurant","3120 S 20th St","Philadelphia","PA","19145",39.9115964464,-75.1826359382,3.5,153,1,"Italian, Restaurants, American (New)"
"Kurry Korner","1016-18 Race St","Philadelphia","PA","19107",39.9553668,-75.1566243,4,75,1,"Restaurants, Japanese, Asian Fusion, Japanese Curry, Thai"
"New York Bagel Bakery","7555 Haverford Ave","Philadelphia","PA","19151",39.9797004,-75.2680846,4.5,82,1,"Coffee & Tea, Restaurants, Bagels, Food, Caterers, Bakeries, Event Planning & Services, Kosher"
"Green Line Cafe","28 S 40th St","Philadelphia","PA","19104",39.956338099999996,-75.202346,3.5,51,1,"Breakfast & Brunch, Sandwiches, Restaurants, Coffee & Tea, Food, Cafes"
"Dunkin' Donuts","12055 Knights Rd","Philadelphia","PA","19154",40.0858038,-74.972094,4,7,1,"Coffee & Tea, Food, Donuts"
"Kraftwork","541 E Girard Ave","Philadelphia","PA","19125",39.9714957,-75.1273589,4,559,1,"Gastropubs, Restaurants"
"Beehive Bake Shop","1764 Frankford Ave","Philadelphia","PA","19125",39.9763043,-75.132394,4.5,6,1,"Macarons, Bakeries, Cupcakes, Cafes, Donuts, Restaurants, Specialty Food, Food"
"Major Wing Lee Grocery Market","4207 Ridge Ave","Philadelphia","PA","19129",40.0090963,-75.1940071,4,57,1,"Restaurants, Delis, Food, Grocery, Sandwiches"
"Fiorella","817 Christian St","Philadelphia","PA","19147",39.9388677768,-75.156939,4.5,120,1,"Pasta Shops, Specialty Food, Food, Italian, Restaurants"
"Cornerstone Bed & Breakfast","3300 Baring St","Philadelphia","PA","19104",39.9613129,-75.1899803,4.5,29,1,"Bed & Breakfast, Event Planning & Services, Hotels & Travel, Hotels"
"Honey Bee Gourmet Deli","1034 Spruce St","Philadelphia","PA","19107",39.9459602,-75.1594404,4.5,57,1,"Delis, Restaurants, Convenience Stores, Grocery, Food"
"Tio Pepe Restaurant & Bar","6618 Castor Ave","Philadelphia","PA","19149",40.0426014,-75.0747689,4.5,88,1,"Nightlife, Bars, Restaurants, Portuguese, Iberian, Seafood"
"Spring Garden Restaurant","400 Spring Garden St","Philadelphia","PA","19123",39.9609007304,-75.145153154,4,87,1,"Breakfast & Brunch, Restaurants"
"Rustika Pollo a La Brasa","3945 Chestnut St","Philadelphia","PA","19104",39.9558813,-75.2020031,3.5,6,1,"Restaurants, Chicken Shop, Peruvian"
"Yiro Yiro","6024 Ridge Ave","Philadelphia","PA","19128",40.0323421405,-75.2142540024,4.5,163,1,"Greek, Food, Mediterranean, Falafel, Restaurants, Salad, Caterers, Event Planning & Services"
"Dig","1616 Chestnut St","Philadelphia","PA","19103",39.951201755,-75.1680316,4.5,96,1,"Restaurants, American (New)"
"Tony's Market","153 W Porter St","Philadelphia","PA","19148",39.916983,-75.1508328,4.5,7,1,"Food, Sandwiches, Grocery, Restaurants, Delis"
"OCF Coffee House","1745 South St","Philadelphia","PA","19146",39.9446597,-75.1717524,3.5,148,1,"Food, Coffee & Tea, Bagels, Internet Cafes"
"AmeriThai","1244 Snyder Ave","Philadelphia","PA","19148",39.9239494074,-75.1674575204,4,120,1,"Thai, Restaurants"
"TAP Esports Center","924 Cherry St","Philadelphia","PA","19107",39.9542323,-75.155587,4.5,10,1,"LAN Centers, Food, Arcades, Internet Cafes, Arts & Entertainment"
"Taco Loco","400 Washington Ave","Philadelphia","PA","19147",39.9343722849,-75.1514797566,4.5,93,1,"Ethnic Food, Restaurants, Specialty Food, Food, Mexican, Food Trucks, Food Stands"
"Bonner's Irish Pub","120 S 23rd St","Philadelphia","PA","19103",39.9520039,-75.1784589,4.5,113,1,"Bars, Nightlife, Dive Bars, Pubs, Irish Pub"
"La Cocina del Cafe","1500 S Broad St","Philadelphia","PA","19146",39.9316737,-75.1684579,5,24,1,"Coffee & Tea, Food, Bubble Tea, Restaurants, Cafes, Mexican, Latin American, Breakfast & Brunch"
"Jerry's Bar","129 W Laurel St","Philadelphia","PA","19123",39.9651094,-75.1389069,3.5,424,1,"American (New), Bars, Sandwiches, Restaurants, American (Traditional), Nightlife, Cocktail Bars"
"Asia Bakery","115 N 10th St","Philadelphia","PA","19107",39.9540019,-75.1560283,4,65,1,"Bakeries, Food, Restaurants"
"Saxbys 1800","1800 Chestnut St","Philadelphia","PA","19103",39.9514852281,-75.1705109411,3.5,9,1,"Food, Coffee & Tea"
"John E McGovern & Associates","4109 Main St","Philadelphia","PA","19127",40.0224946,-75.2183813,3.5,7,1,"Food, Financial Services, Ice Cream & Frozen Yogurt, Professional Services, Bookkeepers, Accountants, Tax Services"
"Pho Cali Vietnamese Restaurant","1000 Arch St","Philadelphia","PA","19107",39.9533132,-75.1565235,3.5,319,1,"Restaurants, Vietnamese"
"Pagano's Steaks","7617 Ogontz Ave","Philadelphia","PA","19150",40.0704904,-75.1569826,3.5,91,1,"Sandwiches, Food, Cheesesteaks, Specialty Food, Restaurants, Ethnic Food"
"Matt & Marie's","100 N 18th St, Ste 120","Philadelphia","PA","19103",39.9558026,-75.1694544,4,201,1,"Delis, Italian, Sandwiches, Restaurants"
"Alexander Inn","301 S 12th St","Philadelphia","PA","19107",39.946396818,-75.1609669488,4.5,168,1,"Event Planning & Services, Hotels & Travel, Bed & Breakfast, Hotels"
"Cook","253 S 20th St","Philadelphia","PA","19103",39.9488681,-75.1741267,4.5,50,1,"Adult Education, Specialty Schools, Kitchen Supplies, Restaurants, Cooking Schools, Education, Kitchen & Bath, Home & Garden, Shopping"
"Little Thai Market","51 N 12th St","Philadelphia","PA","19107",39.9531593,-75.1590984,4,189,1,"Thai, Restaurants"
"Amazing Crab House","604 S 2nd St","Philadelphia","PA","19147",39.941011,-75.1458433,4.5,52,1,"Restaurants, Bars, Sports Bars, Nightlife, Southern, Seafood"
"Asian Fusion & Steak","2647 S 13th St","Philadelphia","PA","19148",39.9167625,-75.1690051,3.5,43,1,"Chinese, Asian Fusion, Restaurants, Sushi Bars"
"Win Win","931 Spring Garden St","Philadelphia","PA","19123",39.961891,-75.154075,4.5,102,1,"Restaurants, Cafes, Bars, Nightlife, Food, Coffee & Tea, Cocktail Bars"
"Wrap Shack","112 S 11th St","Philadelphia","PA","19107",39.9496367181,-75.1587568223,3.5,90,1,"Restaurants, Sports Bars, Bars, Mexican, Nightlife, Tacos, Wraps, American (Traditional)"
"Philly Style Bagels","1451 E Columbia Ave","Philadelphia","PA","19125",39.9744268,-75.1326498,4,185,1,"Food, Bagels"
"Chix & Bowls","28 S 20th St","Philadelphia","PA","19103",39.9524750756,-75.1735316558,4,142,1,"Seafood, Restaurants, Sandwiches, Korean, Asian Fusion, American (Traditional), Chicken Wings, Comfort Food"
"La Viola Ovest","252 S 16th St","Philadelphia","PA","19102",39.9480118,-75.1680247,3.5,209,1,"Restaurants, Italian"
"Cafe Mi Quang","3324 Kensington Ave","Philadelphia","PA","19134",39.9984294,-75.1102539,5,69,1,"Restaurants, Vietnamese"
"Rita's Italian Ice","239 South St","Philadelphia","PA","19147",39.9414439,-75.1471094,4,86,1,"Shaved Ice, Desserts, Food, Ice Cream & Frozen Yogurt"
"Satya Juice","700 E Passyunk Ave","Philadelphia","PA","19147",39.9404951,-75.1517106,4.5,17,1,"Specialty Food, Food, Juice Bars & Smoothies, Farmers Market, Health Markets, Food Delivery Services"
"Kiwi Frozen Yogurt","3606 Chestnut St","Philadelphia","PA","19104",39.9545832568,-75.1948285103,3.5,124,1,"Ice Cream & Frozen Yogurt, Food"
"Volvér","300 S Broad St","Philadelphia","PA","19102",39.9467935,-75.165297,3.5,155,1,"Tapas/Small Plates, Diners, Bars, Restaurants, Nightlife, American (New)"
"Hamilton Restaurant","4008 Market St","Philadelphia","PA","19104",39.9569323,-75.2024667,4,33,1,"Restaurants, Diners"
"Brooklyn Bowl - Philadelphia","1009 Canal St","Philadelphia","PA","19123",39.965276,-75.134904,4,6,1,"Nightlife, Arts & Entertainment, Restaurants, American (Traditional), Venues & Event Spaces, Event Planning & Services, Music Venues, Bowling, Active Life"
"BAMBU","600 Washington Ave, Ste 9","Philadelphia","PA","19147",39.9346629,-75.1542102,4,170,1,"Desserts, Bubble Tea, Juice Bars & Smoothies, Food, Coffee & Tea, Restaurants, Vietnamese"
"Point Breakfast Restaurant","1438 Point Breeze Ave","Philadelphia","PA","19146",39.9337388,-75.1805413,4,9,1,"Restaurants, Diners, Breakfast & Brunch"
"Uzbekistan Restaurant","12012 Bustleton Ave","Philadelphia","PA","19116",40.1226988,-75.0162309,4,282,1,"Restaurants, Uzbek, Russian, Middle Eastern"
"CIBO Express Market","Terminal C","Philadelphia","PA","19153",39.88678,-75.23097,4.5,6,1,"Food, Specialty Food, Health Markets"
"Greens and Grains","1700 Sansom St","Philadelphia","PA","19103",39.9506387,-75.1691989,5,14,1,"Restaurants, Vegan"
"The Shake Seafood","5717 Rising Sun Ave","Philadelphia","PA","19120",40.0416423,-75.1058717,4.5,8,1,"Seafood, Cajun/Creole, Restaurants"
"Asian Palace","2001 W Oregon Ave","Philadelphia","PA","19145",39.9183863039,-75.1813937037,3.5,55,1,"Asian Fusion, Vietnamese, Restaurants, Venues & Event Spaces, Chinese, Event Planning & Services"
"Chez Colette","120 S 17th St","Philadelphia","PA","19103",39.9507208157,-75.1689343926,3.5,30,1,"Restaurants, Hotels, Nightlife, Event Planning & Services, Hotels & Travel, Caterers, Breakfast & Brunch, French, Cocktail Bars, Bars"
"Taijiang Snackies","106 N 10th St","Philadelphia","PA","19107",39.9538713,-75.1563263,4.5,5,1,"Restaurants, Chinese"
"Em's Place","2632 E Lehigh Ave","Philadelphia","PA","19125",39.978353,-75.1149835,5,12,1,"Nightlife, Bars"
"Georgian Bread Cuisine","10865 Bustleton Ave","Philadelphia","PA","19116",40.1106186,-75.0239353,4.5,83,1,"Food, Delis, Coffee & Tea, Salad, Russian, Restaurants, Georgian"
"Huda","32 S 18th St","Philadelphia","PA","19103",39.952171,-75.1704643294,4.5,93,1,"Kosher, Sandwiches, Restaurants, Food, Food Delivery Services, Salad"
"Lidl","2290 E Butler St","Philadelphia","PA","19137",39.99694495,-75.09370749,4.5,11,1,"Food, Beer, Wine & Spirits, Bakeries, Shopping, Grocery"
"Cloud Coffee","2001 N 13th St","Philadelphia","PA","19122",39.9829493,-75.1547108,4,12,1,"Coffee & Tea, Food, Arts & Entertainment, Art Galleries, Food Trucks, Shopping"
"Positano Coast by Aldo Lamberti","212 Walnut St, Fl 2","Philadelphia","PA","19106",39.9466579,-75.144724,3.5,689,1,"Breakfast & Brunch, Lounges, Seafood, Bars, Nightlife, Restaurants, Italian, Tapas Bars"
"Palizzi Filippo Social Club","1408 S 12th St","Philadelphia","PA","19147",39.9321574,-75.1644109,4.5,15,1,"Social Clubs, Arts & Entertainment, Restaurants, Italian"
"Temple Teppanyaki","1928 N 12th St","Philadelphia","PA","19122",39.982233,-75.153304,4.5,24,1,"Food, Restaurants, Food Stands, Korean, Japanese, Food Trucks"
"New China - Philadelphia","2552 E Allegheny Ave","Philadelphia","PA","19134",39.9857264,-75.1042409,4,14,1,"Chinese, Restaurants"
"Kisso Sushi","205 N 4th St","Philadelphia","PA","19147",39.9542717,-75.1463139,4,194,1,"Sushi Bars, Restaurants"
"Indian Sizzler","3651 Lancaster Ave","Philadelphia","PA","19104",39.9594605,-75.1949617,4,57,1,"Restaurants, Indian"
"Twistee Treat","3401 Longshore Ave","Philadelphia","PA","19149",40.0333726,-75.0488396,4.5,13,1,"Ice Cream & Frozen Yogurt, Food"
"Curley's Pub","8929 Krewstown Rd","Philadelphia","PA","19115",40.0835078,-75.0481493,4,9,1,"Nightlife, Bars, Irish Pub, Pubs"
"Luke's Lobster Rittenhouse","130 S 17th St","Philadelphia","PA","19103",39.9505067,-75.1691375,4.5,1161,1,"Sandwiches, Seafood, Restaurants"
"Sweet Lucy's Smokehouse","7500 State Rd","Philadelphia","PA","19136",40.029103,-75.0272619,4.5,721,1,"Smokehouse, Barbeque, Food, Restaurants, Buffets"
"PJP Marketplace","3899 Aramingo Ave","Philadelphia","PA","19137",39.9967185,-75.0894942,4.5,9,1,"Grocery, Specialty Food, Candy Stores, Beer, Wine & Spirits, Wholesalers, Restaurant Supplies, Professional Services, Food"
"Starbucks","1001-1005 Chestnut St","Philadelphia","PA","19107",39.950143,-75.157164,3.5,58,1,"Food, Coffee & Tea"
"Turbo Thai ","1439 Vine St","Philadelphia","PA","19102",39.958432,-75.1638358,4.5,28,1,"Restaurants, Thai"
"Far East Chinese Cuisine","5043 Wissahickon Ave","Philadelphia","PA","19144",40.0196952,-75.1742716,5,28,1,"Cantonese, Chinese, Restaurants"
"Kyushu Ramen & Sushi","907 S 9th St","Philadelphia","PA","19147",39.9386887,-75.1577701,5,5,1,"Sushi Bars, Asian Fusion, Restaurants, Japanese, Ramen"
"Pitruco Pizza","","Philadelphia","PA","19104",39.9583587,-75.1953934,4.5,142,1,"Street Vendors, Food, Restaurants, Pizza, Food Trucks, Italian"
"Talk of the Town","7804 Limekiln Pike","Philadelphia","PA","19150",40.0719713,-75.161367,3.5,23,1,"Ethnic Grocery, Food, Restaurants, Caribbean, International Grocery"
"Good Karma Cafe","331 S 22nd St","Philadelphia","PA","19103",39.9473679,-75.1780146,4,217,1,"Coffee & Tea, Food"
"Mr deer the camp","1023 Cherry St","Philadelphia","PA","19107",39.95476,-75.156933,4,78,1,"Bubble Tea, Food"
"Ten Asian Food Hall","1715 Chestnut St","Philadelphia","PA","19103",39.9516409,-75.1693482,3.5,74,1,"Asian Fusion, Japanese, Restaurants, Ramen, Bubble Tea, Poke, Food"
"Hatville Deli","1136 Arch St","Philadelphia","PA","19107",39.9534686184,-75.1592448352,4.5,76,1,"Burgers, Sandwiches, Restaurants, Delis"
"Kung Fu Tea","13 N 32nd St","Philadelphia","PA","19104",39.955934,-75.187982,4,28,1,"Juice Bars & Smoothies, Coffee & Tea, Food, Bubble Tea"
"Siddiq's Real Fruit Water Ice","264 S 60th St","Philadelphia","PA","19139",39.9573108194,-75.2415780723,5,27,1,"Ice Cream & Frozen Yogurt, Food, Desserts"
"Parkway Corner Deli","2201 Pennsylvania Ave","Philadelphia","PA","19130",39.9639216,-75.1751039,4,82,1,"Bars, American (Traditional), Beer Bar, Restaurants, Sandwiches, Beer, Wine & Spirits, Nightlife, Breakfast & Brunch, Delis, Food, Grocery"
"Deke's BBQ","137 W Berkley St","Philadelphia","PA","19144",40.0229869,-75.1616977,3.5,34,1,"Seafood, Barbeque, Restaurants"
"Pistola's Del Sur","1934 E Passyunk Ave","Philadelphia","PA","19148",39.9258883014,-75.1683752239,4,119,1,"Nightlife, Bars, Mexican, Restaurants, Beer Bar, Breakfast & Brunch, Desserts, Food"
"Danny's Wok 3","4322 N Broad St","Philadelphia","PA","19140",40.0192629311,-75.1495601982,3.5,10,1,"Chicken Wings, Asian Fusion, Chinese, Seafood, Restaurants"
"Lali Restaurant","744 Red Lion Rd","Philadelphia","PA","19115",40.1050687,-75.03362,3.5,9,1,"Seafood, Modern European, Mediterranean, Restaurants"
"Jamils Cafe On Wheels","7135 Germantown Ave","Philadelphia","PA","19119",40.0593836661,-75.1902470411,5,6,1,"Restaurants, Food, Food Trucks, Soul Food"
"Enjay's Pizza","210 S 40th St","Philadelphia","PA","19104",39.9536784,-75.2027865,4,53,1,"Burgers, Restaurants, Sandwiches, Pizza, Italian"
"New Wong House","4503 N Broad St","Philadelphia","PA","19140",40.0215945644,-75.1482826266,4.5,6,1,"Restaurants, Chinese, Asian Fusion"
"Koto Sushi","719 Sansom St","Philadelphia","PA","19106",39.9487051045,-75.1531596925,4.5,280,1,"Japanese, Restaurants, Salad, Sushi Bars"
"North Bowl","909 N 2nd St","Philadelphia","PA","19123",39.9644125073,-75.1403277254,4,484,1,"Restaurants, Vegan, Venues & Event Spaces, Active Life, American (Traditional), Sports Bars, Lounges, Bowling, Bars, Nightlife, Event Planning & Services"
"Pearl's Oyster Bar","51 N 12th St","Philadelphia","PA","19107",39.953298,-75.159071,4,298,1,"Restaurants, Seafood, American (New), Live/Raw Food, Breakfast & Brunch"
"Recharge Spa","905 N 2nd St","Philadelphia","PA","19123",39.9643106,-75.140581,3.5,32,1,"Massage Therapy, Health & Medical, Beauty & Spas, Reflexology, Tui Na, Massage, Traditional Chinese Medicine"
"Chinese Natural Herbs","1011 Arch St","Philadelphia","PA","19107",39.9539385,-75.1567954,4,12,1,"Food, Specialty Food, Herbal Shops, Traditional Chinese Medicine, Health Markets, Health & Medical"
"Manayunk Chambers Guest House","168 Gay St","Philadelphia","PA","19127",40.0277653,-75.2229511,5,15,1,"Bed & Breakfast, Hotels & Travel, Guest Houses"
"Dienner's Bar-B-Q Chicken","12TH And Arch St","Philadelphia","PA","19102",39.953773,-75.159079,4.5,58,1,"Food Stands, Restaurants, Barbeque"
"bāo•logy","1829 John F Kennedy Blvd","Philadelphia","PA","19103",39.9545598054,-75.1705203793,4,183,1,"Food, Restaurants, Taiwanese, Street Vendors"
"Mole Poblano Restaurant","1144 S 9th St","Philadelphia","PA","19147",39.93522,-75.158815,4.5,149,1,"Mexican, Restaurants"
"Sexy Green Truck","1256 W Montgomery Ave","Philadelphia","PA","19122",39.9797909,-75.1546781,4,33,1,"Caterers, Food Stands, Event Planning & Services, Food Trucks, Specialty Food, Sandwiches, Food, Restaurants"
"KC's Pastries","109 N 10th St","Philadelphia","PA","19107",39.953863,-75.156041,4,181,1,"Restaurants, Chinese, Bakeries, Ethnic Food, Specialty Food, Food"
"Bishos","7950 Oxford Ave","Philadelphia","PA","19111",40.0758304,-75.0851789,4.5,86,1,"Mediterranean, Middle Eastern, Restaurants, Food, Juice Bars & Smoothies, Halal"
"Grindcore House","4134 Chester Ave","Philadelphia","PA","19104",39.9482179212,-75.2068880573,4.5,25,1,"Food, Vegan, Sandwiches, Bakeries, Restaurants, Coffee & Tea"
"Judah Mediterranean Grill","9311 Krewstown Rd","Philadelphia","PA","19115",40.085558,-75.0454938,4,102,1,"Restaurants, Mediterranean, Middle Eastern, Kosher"
"Rally","701 S 7th St","Philadelphia","PA","19147",39.9412553,-75.1539819,4.5,76,1,"Event Planning & Services, Food, Marketing, Professional Services, Venues & Event Spaces, Coffee & Tea"
"The Satellite Cafe","701 S 50th St","Philadelphia","PA","19143",39.9476547,-75.2227069,3.5,158,1,"Coffee & Tea, Vegan, Vegetarian, Restaurants, Food, Bagels, Wraps"
"Philly Souvenir","64 N 3rd St Philadelphia","Philadelphia","PA","19106",39.95188,-75.1454079,4.5,9,1,"Specialty Food, Souvenir Shops, Food, Gift Shops, Shopping, Candy Stores, Flowers & Gifts"
"Chix & Wings","138 S 11th St","Philadelphia","PA","19107",39.9489939,-75.1590351,3.5,129,1,"Comfort Food, Korean, Chicken Shop, Restaurants, Chicken Wings, Fast Food, Soul Food"
"Five Iron Golf","2116 Chestnut St","Philadelphia","PA","19103",39.9523660761,-75.1766079291,5,9,1,"Bars, Golf, Venues & Event Spaces, Golf Lessons, Fitness & Instruction, Active Life, Nightlife, Sports Bars, Event Planning & Services, Team Building Activities"
"Tacos California","1030 South 8th St","Philadelphia","PA","19147",39.9364579957,-75.1569402963,3.5,19,1,"Restaurants, Tacos, Mexican"
"Unsoulfood","1801 S 4th St","Philadelphia","PA","19148",39.925850846,-75.1526172608,5,9,1,"Vegan, Southern, Restaurants"
"Crown Deli","3806 Morrell Ave","Philadelphia","PA","19114",40.0645814,-74.9870966,4,19,1,"Restaurants, Delis"
"Smoke Cigar & Hookah Lounge","4453 Main St","Philadelphia","PA","19127",40.0269376,-75.2265066,3.5,35,1,"Arts & Entertainment, Shopping, Local Flavor, Lounges, Bars, Tobacco Shops, Hookah Bars, Nightlife, Adult Entertainment"
